sample_id,platform,timestamp,text,source_type,human_label,url,report_channel,reviewer_note,demo_cluster_seed
demo_0586,comment,2026-03-31,diskusi sekolah tentang cara menjaga ruang digital produktif,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0587,short_video,2025-05-16,"parlay sedang ramai, pola malam ini dibagikan di @dahlia_review04, pembayaran QRIS-DAHLIA-04 mirror intan09[.]invalid admin @intan_review09",platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_04
demo_0588,forum,2025-01-27,"info rtp tinggi qris cepat via admin @merapi_review13, cek domain merapi13[.]invalid mirror rajawali17[.]invalid admin @rajawali_review17",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_13
demo_0589,forum,2025-03-07,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan tanjung19[.]invalid,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_19
demo_0590,comment,2025-03-28,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,none,demo_anonymized_synthetic_public_signal,seed_04
demo_0591,bio_text,2026-01-08,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,platform_export,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_15
demo_0592,public_report,2026-01-23,kampanye literasi digital anti judi online untuk siswa dan keluarga,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0593,short_video,2025-10-01,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_18
demo_0594,forum,2026-02-22,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas,ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_05
demo_0595,comment,2025-09-28,"scatter sedang ramai, pola malam ini dibagikan di @elang_review05, pembayaran QRIS-ELANG-05 mirror galaksi07[.]invalid admin @galaksi_review07",platform_export,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0596,public_report,2025-06-03,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_06
demo_0597,public_report,2025-04-24,akun baru diarahkan ke merapi13[.]invalid lalu chat @merapi_review13 untuk bonus member baru mirror nusantara14[.]invalid admin @nusantara_review14,manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_13
demo_0598,public_report,2026-01-29,"info slot wd harian via admin @lintas_review12, cek domain lintas12[.]invalid",platform_export,promotional,,none,demo_anonymized_synthetic_public_signal,seed_12
demo_0599,bio_text,2025-10-02,artikel edukasi dampak sosial ekonomi judi online bagi remaja,ocr_snapshot,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0600,public_report,2025-11-17,"ocr tangkapan layar memuat parlay, deposit kecil, dan kontak 08xx-xxx-1012 mirror orion15[.]invalid admin @orion_review15",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_12
demo_0601,image_ocr,2025-07-12,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @nusantara_review14 kanal nusantara14[.]invalid,platform_export,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0602,image_ocr,2025-04-12,komentar berulang menyebut alpha01[.]invalid dengan ajakan link bio mirror dahlia04[.]invalid admin @dahlia_review04,platform_export,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_01
demo_0603,comment,2025-04-02,"info togel saldo ewallet via admin @jayakarta_review10, cek domain jayakarta10[.]invalid",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_10
demo_0604,public_report,2025-12-20,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @orion_review15 kanal orion15[.]invalid,manual_report,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_15
demo_0605,bio_text,2026-03-08,akun baru diarahkan ke kartika11[.]invalid lalu chat @kartika_review11 untuk wd harian,manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_11
demo_0606,forum,2025-10-28,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @dahlia_review04,public_post,suspicious,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0607,bio_text,2026-02-04,"slot sedang ramai, pola malam ini dibagikan di @elang_review05, pembayaran QRIS-ELANG-05",manual_report,promotional,,platform_report,demo_anonymized_synthetic_public_signal,seed_05
demo_0608,public_report,2025-03-22,kampanye literasi digital anti judi online untuk siswa dan keluarga,platform_export,benign,,none,demo_anonymized_synthetic_public_signal,seed_15
demo_0609,forum,2025-06-14,diskusi sekolah tentang cara menjaga ruang digital produktif,manual_report,benign,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0610,bio_text,2026-01-19,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,manual_report,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_06
demo_0611,bio_text,2025-02-14,"ocr tangkapan layar memuat parlay, qris cepat, dan kontak 08xx-xxx-1005",ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_05
demo_0612,public_report,2026-02-22,kampanye literasi digital anti judi online untuk siswa dan keluarga,public_post,benign,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0613,public_report,2025-07-31,komentar berulang menyebut halimun08[.]invalid dengan ajakan promo malam ini,ocr_snapshot,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_08
demo_0614,forum,2025-11-05,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,platform_export,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_01
demo_0615,comment,2025-10-06,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan dahlia04[.]invalid,public_post,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_04
demo_0616,comment,2025-05-31,akun baru diarahkan ke jayakarta10[.]invalid lalu chat @jayakarta_review10 untuk bonus member baru,manual_report,promotional,,cekrekening,demo_anonymized_synthetic_public_signal,seed_10
demo_0617,bio_text,2025-04-05,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi contoh tautan disamarkan halimun08[.]invalid,ocr_snapshot,benign,,platform_report,demo_anonymized_synthetic_public_signal,seed_08
demo_0618,forum,2026-04-16,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",ocr_snapshot,suspicious,,none,demo_anonymized_synthetic_public_signal,seed_02
demo_0619,forum,2025-12-30,"ocr tangkapan layar memuat slot, deposit kecil, dan kontak 08xx-xxx-1014 mirror purnama16[.]invalid admin @purnama_review16",ocr_snapshot,promotional,,aduankonten,demo_anonymized_synthetic_public_signal,seed_14
demo_0620,comment,2026-04-03,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,ocr_snapshot,benign,,aduankonten,demo_anonymized_synthetic_public_signal,seed_02
